,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269
61,-65.0,-65.0,-70.0,-62.0,-66.0,-66.0,-65.0,-75.0,-62.0,-62.0,-66.0,-70.0,-62.0,-75.0,0.0,-65.0,-63.0,-64.0,-63.0,-75.0,-63.0,-63.0,-65.0,-64.0,-64.0,-59.0,-68.0,-62.0,-76.0,-65.0,-62.0,-63.0,-69.0,0.0,-75.0,-70.0,0.0,0.0,0.0,-70.0,0.0,0.0,-71.0,-75.0,0.0,0.0,-83.0,-81.0,-83.0,-81.0,-81.0,-82.0,-82.0,0.0,-80.0,0.0,-82.0,-82.0,0.0,0.0,0.0,0.0,-82.0,-81.0,0.0,0.0,0.0,-81.0,-81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83.0,0.0,0.0,0.0,-83.0,-80.0,-83.0,-83.0,-83.0,-83.0,0.0,-79.0,0.0,0.0,-83.0,0.0,-83.0,-83.0,-83.0,0.0,-83.0,-83.0,0.0,0.0,0.0,0.0,0.0,-83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,-61.0,-62.0,-72.0,-57.0,-62.0,-61.0,-63.0,-75.0,-58.0,-57.0,-65.0,-70.0,-62.0,-75.0,0.0,-60.0,-57.0,-58.0,-57.0,-75.0,-58.0,-63.0,-63.0,-63.0,-63.0,-57.0,-75.0,-58.0,-75.0,-61.0,-58.0,-63.0,0.0,0.0,-75.0,-72.0,0.0,0.0,0.0,-72.0,0.0,0.0,-73.0,-75.0,0.0,0.0,0.0,-81.0,-83.0,-81.0,-81.0,-82.0,-80.0,0.0,-81.0,0.0,-81.0,-82.0,0.0,0.0,0.0,0.0,-82.0,-81.0,0.0,0.0,0.0,-79.0,-81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83.0,-83.0,-83.0,-83.0,0.0,-83.0,-80.0,-83.0,-83.0,-83.0,-83.0,0.0,0.0,0.0,0.0,0.0,0.0,-83.0,-83.0,-83.0,0.0,-83.0,-83.0,-83.0,-83.0,0.0,0.0,0.0,-83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83.0,-83.0,-83.0,-83.0,-83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,-67.0,-61.0,-69.0,-57.0,-67.0,-67.0,-62.0,-75.0,-58.0,-59.0,-61.0,-70.0,-62.0,-75.0,0.0,-66.0,-59.0,-59.0,-57.0,-76.0,-58.0,-63.0,-62.0,-63.0,-62.0,-57.0,-76.0,-58.0,-77.0,-66.0,-58.0,-58.0,0.0,0.0,-75.0,-69.0,0.0,0.0,0.0,-69.0,0.0,0.0,-70.0,-77.0,0.0,0.0,-81.0,-80.0,-83.0,-79.0,-79.0,-80.0,-80.0,0.0,-81.0,0.0,-80.0,-82.0,0.0,0.0,0.0,0.0,-79.0,-80.0,0.0,0.0,0.0,-79.0,-78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83.0,-83.0,-83.0,-83.0,0.0,-83.0,-80.0,-80.0,-82.0,-83.0,-81.0,0.0,0.0,0.0,0.0,0.0,0.0,-82.0,-82.0,-82.0,0.0,-82.0,-82.0,-83.0,-83.0,0.0,0.0,0.0,-82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83.0,-83.0,-83.0,-83.0,-83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,-65.0,-62.0,-70.0,-67.0,-64.0,-65.0,-61.0,-75.0,-60.0,-61.0,-61.0,-70.0,-69.0,-75.0,0.0,-64.0,-61.0,-61.0,-66.0,-75.0,-66.0,-67.0,-61.0,-61.0,-62.0,-67.0,-66.0,-60.0,-75.0,-64.0,-60.0,-61.0,-69.0,0.0,-75.0,-69.0,0.0,0.0,0.0,-70.0,0.0,0.0,-70.0,-77.0,0.0,0.0,-81.0,-80.0,-83.0,-78.0,-78.0,-79.0,-79.0,-81.0,-81.0,0.0,-79.0,-80.0,0.0,0.0,0.0,0.0,-79.0,-79.0,0.0,0.0,0.0,-79.0,-82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83.0,-83.0,-83.0,-83.0,0.0,-83.0,-80.0,-81.0,-82.0,-81.0,-81.0,0.0,0.0,0.0,0.0,-79.0,0.0,-82.0,-82.0,-81.0,0.0,-81.0,-82.0,-83.0,-83.0,0.0,0.0,0.0,-81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,-68.0,-69.0,-66.0,-61.0,-79.0,-68.0,-70.0,-77.0,-60.0,-60.0,-69.0,-59.0,-64.0,-77.0,-70.0,-68.0,-60.0,-61.0,-61.0,-77.0,-61.0,-61.0,-69.0,-70.0,-70.0,-61.0,-77.0,-63.0,-78.0,-68.0,-59.0,-60.0,0.0,-78.0,-78.0,-67.0,-69.0,-69.0,-77.0,-67.0,0.0,0.0,-67.0,0.0,-72.0,0.0,-70.0,-73.0,-83.0,-82.0,0.0,0.0,0.0,-69.0,-71.0,0.0,-83.0,-80.0,0.0,0.0,0.0,0.0,-83.0,0.0,0.0,0.0,0.0,-73.0,-74.0,-83.0,-82.0,-83.0,-79.0,-80.0,-79.0,-83.0,-81.0,-82.0,-81.0,-77.0,-80.0,-78.0,-73.0,-70.0,-83.0,-83.0,-83.0,-83.0,0.0,0.0,0.0,-83.0,0.0,-83.0,-83.0,-81.0,-81.0,-83.0,-83.0,-82.0,-82.0,-82.0,-83.0,-79.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,-70.0,-69.0,-64.0,-68.0,-79.0,-70.0,-70.0,-75.0,-55.0,-55.0,-70.0,-57.0,-64.0,-74.0,-71.0,-69.0,-56.0,-56.0,-69.0,-74.0,-69.0,-68.0,-69.0,-70.0,-71.0,-68.0,-77.0,-56.0,-74.0,-69.0,-56.0,-56.0,0.0,0.0,-78.0,-64.0,-69.0,-69.0,-77.0,-64.0,0.0,0.0,-64.0,0.0,-68.0,0.0,-70.0,-73.0,-83.0,-82.0,-82.0,0.0,-83.0,-69.0,-71.0,0.0,-83.0,-83.0,0.0,0.0,0.0,0.0,-83.0,-82.0,0.0,0.0,0.0,-73.0,-74.0,-83.0,-82.0,-83.0,-79.0,-83.0,-83.0,-83.0,-81.0,-82.0,-81.0,-83.0,-80.0,-83.0,-73.0,-70.0,-83.0,-83.0,-83.0,-83.0,0.0,0.0,0.0,-83.0,0.0,-83.0,-83.0,-83.0,-81.0,-83.0,-83.0,-82.0,-83.0,-83.0,-83.0,-79.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,-74.0,-69.0,-65.0,-63.0,-74.0,-74.0,-66.0,-75.0,-56.0,-56.0,-68.0,-56.0,-64.0,-74.0,-71.0,-74.0,-56.0,-56.0,-62.0,-74.0,-69.0,-63.0,-68.0,-70.0,-67.0,-63.0,-77.0,-57.0,-74.0,-69.0,-56.0,-56.0,0.0,0.0,-78.0,-65.0,-69.0,-69.0,0.0,-65.0,0.0,0.0,-66.0,0.0,-68.0,0.0,-70.0,-75.0,-83.0,-83.0,-82.0,0.0,-83.0,-76.0,-75.0,0.0,-82.0,-83.0,0.0,0.0,0.0,0.0,-83.0,-83.0,0.0,0.0,0.0,-76.0,-76.0,-83.0,-82.0,-83.0,-79.0,-83.0,-83.0,-83.0,-81.0,-82.0,-81.0,-83.0,-80.0,-83.0,-75.0,-77.0,-83.0,-83.0,-83.0,0.0,0.0,0.0,0.0,-83.0,0.0,-83.0,-83.0,-83.0,-81.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,0.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,-67.0,-69.0,-65.0,-70.0,-66.0,-67.0,-71.0,-75.0,-60.0,-59.0,-70.0,-60.0,-69.0,-77.0,-71.0,-69.0,-60.0,-60.0,-68.0,-74.0,-77.0,-70.0,-68.0,-69.0,-71.0,-69.0,-77.0,-60.0,-77.0,-67.0,-60.0,-56.0,-64.0,0.0,-78.0,-65.0,-79.0,-65.0,0.0,-65.0,0.0,0.0,-65.0,0.0,-68.0,0.0,-78.0,-79.0,-83.0,-81.0,-82.0,0.0,-81.0,-79.0,-79.0,0.0,-81.0,-82.0,0.0,0.0,0.0,0.0,0.0,-81.0,0.0,0.0,0.0,-80.0,-79.0,-83.0,0.0,-83.0,-79.0,-83.0,-83.0,-83.0,-83.0,-82.0,-81.0,-83.0,-83.0,-83.0,-80.0,-80.0,-83.0,-83.0,0.0,0.0,0.0,0.0,0.0,-83.0,0.0,-83.0,-83.0,-83.0,0.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,0.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83.0,-83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,-65.0,-68.0,-64.0,-66.0,-67.0,-66.0,-68.0,-77.0,-57.0,-58.0,-68.0,-63.0,-69.0,-77.0,-71.0,-65.0,-58.0,-60.0,-68.0,-77.0,-77.0,-66.0,-69.0,-69.0,-69.0,-69.0,-77.0,-57.0,-77.0,-65.0,-57.0,-59.0,-64.0,0.0,-78.0,-63.0,-79.0,-67.0,0.0,-64.0,0.0,0.0,-64.0,0.0,-65.0,0.0,-78.0,-79.0,-83.0,-81.0,-82.0,0.0,-81.0,-79.0,-79.0,0.0,-82.0,-82.0,0.0,0.0,0.0,0.0,0.0,-83.0,0.0,0.0,0.0,-80.0,-79.0,-83.0,0.0,-83.0,0.0,-83.0,-83.0,-83.0,-83.0,-82.0,-81.0,-83.0,-83.0,-83.0,-80.0,-80.0,-83.0,-83.0,0.0,0.0,0.0,0.0,0.0,-83.0,0.0,-82.0,-83.0,-83.0,0.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,0.0,-83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83.0,-83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,-68.0,-67.0,-63.0,-64.0,-65.0,-68.0,-68.0,-76.0,-61.0,-63.0,-68.0,-67.0,-64.0,-76.0,-68.0,-69.0,-63.0,-63.0,-65.0,-76.0,-73.0,-59.0,-68.0,-68.0,-67.0,-58.0,-65.0,-63.0,-76.0,-67.0,-63.0,-64.0,0.0,-69.0,-76.0,-63.0,0.0,-67.0,-72.0,-63.0,0.0,-83.0,-63.0,-71.0,-71.0,0.0,-82.0,-77.0,-83.0,-83.0,-83.0,-83.0,-83.0,0.0,-79.0,0.0,-83.0,-83.0,0.0,0.0,0.0,0.0,-83.0,-83.0,0.0,0.0,0.0,-75.0,-78.0,0.0,0.0,-83.0,0.0,0.0,0.0,0.0,-83.0,0.0,0.0,0.0,0.0,0.0,-77.0,0.0,-83.0,-83.0,-83.0,0.0,-79.0,0.0,0.0,-83.0,0.0,-83.0,-83.0,-83.0,0.0,-83.0,-83.0,0.0,0.0,0.0,-83.0,0.0,-83.0,0.0,-83.0,0.0,0.0,0.0,-79.0,0.0,0.0,-83.0,-79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83.0,-83.0,-83.0,-83.0,-83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,-66.0,-66.0,-66.0,-54.0,-67.0,-66.0,-65.0,-76.0,-60.0,-59.0,-66.0,-66.0,-64.0,-76.0,-68.0,-67.0,-60.0,-60.0,-55.0,-76.0,-76.0,-55.0,-67.0,-66.0,-68.0,-55.0,-65.0,-60.0,-77.0,-68.0,-63.0,-60.0,0.0,-69.0,-76.0,-66.0,0.0,-66.0,0.0,-66.0,0.0,-83.0,-66.0,-71.0,-67.0,0.0,-82.0,-76.0,-83.0,-83.0,-83.0,-83.0,-83.0,-76.0,-76.0,0.0,-83.0,-83.0,0.0,0.0,0.0,0.0,-83.0,-83.0,0.0,0.0,0.0,-75.0,-76.0,0.0,0.0,-83.0,0.0,0.0,0.0,0.0,-83.0,0.0,0.0,-83.0,0.0,0.0,-76.0,-77.0,-83.0,-83.0,-83.0,0.0,0.0,0.0,0.0,-83.0,0.0,-83.0,-83.0,-83.0,0.0,-83.0,-83.0,0.0,0.0,0.0,-83.0,0.0,-83.0,0.0,-83.0,0.0,0.0,0.0,0.0,0.0,-83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83.0,0.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
